d_month,d_year,d_row,d_organ,d_sum
6,2015,1,"19",211715.000
6,2015,1,"1911",8245.000
6,2015,1,"191110",3152.000
6,2015,1,"191118",939.000
6,2015,1,"191132",212.000
6,2015,1,"191134",225.000
6,2015,1,"191136",156.000
6,2015,1,"191138",397.000
6,2015,1,"191140",173.000
6,2015,1,"191144",43.000
6,2015,1,"191145",110.000
6,2015,1,"191146",206.000
6,2015,1,"191148",239.000
6,2015,1,"191152",158.000
6,2015,1,"191154",128.000
6,2015,1,"191156",223.000
6,2015,1,"191160",47.000
6,2015,1,"191164",134.000
6,2015,1,"191166",709.000
6,2015,1,"191168",169.000
6,2015,1,"191170",825.000
6,2015,1,"1915",9897.000
6,2015,1,"191510",7745.000
6,2015,1,"191532",197.000
6,2015,1,"191534",136.000
6,2015,1,"191536",62.000
6,2015,1,"191540",207.000
6,2015,1,"191542",125.000
6,2015,1,"191546",149.000
6,2015,1,"191548",389.000
6,2015,1,"191552",48.000
6,2015,1,"191556",189.000
6,2015,1,"191560",360.000
6,2015,1,"191564",237.000
6,2015,1,"191568",53.000
6,2015,1,"1919",15260.000
6,2015,1,"191910",2353.000
6,2015,1,"191916",859.000
6,2015,1,"191926",198.000
6,2015,1,"191932",225.000
6,2015,1,"191934",252.000
6,2015,1,"191936",149.000
6,2015,1,"191940",1426.000
6,2015,1,"191942",576.000
6,2015,1,"191946",243.000
6,2015,1,"191948",224.000
6,2015,1,"191950",292.000
6,2015,1,"191952",2394.000
6,2015,1,"191956",532.000
6,2015,1,"191958",175.000
6,2015,1,"191960",203.000
6,2015,1,"191962",2027.000
6,2015,1,"191964",253.000
6,2015,1,"191966",219.000
6,2015,1,"191968",2660.000
6,2015,1,"1923",5630.000
6,2015,1,"192310",4322.000
6,2015,1,"192336",493.000
6,2015,1,"192340",117.000
6,2015,1,"192342",145.000
6,2015,1,"192346",227.000
6,2015,1,"192348",87.000
6,2015,1,"192352",139.000
6,2015,1,"192356",100.000
6,2015,1,"1927",6856.000
6,2015,1,"192710",4575.000
6,2015,1,"192732",289.000
6,2015,1,"192736",444.000
6,2015,1,"192740",127.000
6,2015,1,"192742",114.000
6,2015,1,"192744",436.000
6,2015,1,"192748",165.000
6,2015,1,"192750",79.000
6,2015,1,"192754",125.000
6,2015,1,"192758",114.000
6,2015,1,"192760",81.000
