d_month,d_year,d_row,d_organ,d_sum
12,2015,1,191110,4600
12,2015,1,191118,1375
12,2015,1,191132,377
12,2015,1,191134,395
12,2015,1,191136,296
12,2015,1,191138,800
12,2015,1,191140,348
12,2015,1,191144,87
12,2015,1,191145,197
12,2015,1,191146,370
12,2015,1,191148,450
12,2015,1,191152,266
12,2015,1,191154,240
12,2015,1,191156,382
12,2015,1,191160,94
12,2015,1,191164,237
12,2015,1,191166,1486
12,2015,1,191168,333
12,2015,1,191170,1438
12,2015,1,191510,14199
12,2015,1,191532,339
12,2015,1,191534,221
12,2015,1,191536,139
12,2015,1,191540,330
12,2015,1,191542,237
12,2015,1,191546,296
12,2015,1,191548,659
12,2015,1,191552,102
12,2015,1,191556,316
12,2015,1,191560,698
12,2015,1,191564,383
12,2015,1,191568,121
12,2015,1,191910,4148
12,2015,1,191916,1522
12,2015,1,191926,422
12,2015,1,191932,377
12,2015,1,191934,453
12,2015,1,191936,287
12,2015,1,191940,2710
12,2015,1,191942,1098
12,2015,1,191946,475
12,2015,1,191948,390
12,2015,1,191950,505
12,2015,1,191952,4012
12,2015,1,191956,829
12,2015,1,191957,2
12,2015,1,191958,351
12,2015,1,191960,416
12,2015,1,191962,3535
12,2015,1,191964,473
12,2015,1,191966,482
12,2015,1,191968,4704
12,2015,1,192310,8155
12,2015,1,192336,960
12,2015,1,192340,155
12,2015,1,192342,259
12,2015,1,192346,410
12,2015,1,192348,155
12,2015,1,192352,224
12,2015,1,192356,225
12,2015,1,192710,8804
12,2015,1,192732,541
12,2015,1,192736,869
12,2015,1,192740,232
12,2015,1,192742,233
12,2015,1,192744,888
12,2015,1,192748,349
12,2015,1,192750,180
12,2015,1,192754,221
12,2015,1,192758,244
12,2015,1,192760,192
12,2015,1,192762,490
12,2015,1,192766,193
12,2015,1,193110,4527
12,2015,1,193111,3559
12,2015,1,193112,2324
12,2015,1,193136,603
12,2015,1,193140,762
12,2015,1,193142,446
12,2015,1,193148,1655
12,2015,1,193150,606
12,2015,1,193154,888
12,2015,1,193156,216
12,2015,1,193160,270
12,2015,1,193162,442
12,2015,1,193166,1485
12,2015,1,193167,14
12,2015,1,193510,1725
12,2015,1,193511,8006
12,2015,1,193516,1049
12,2015,1,193518,2129
12,2015,1,193520,186
12,2015,1,193521,89
12,2015,1,193522,744
12,2015,1,193523,1597
12,2015,1,193524,5368
12,2015,1,193528,1166
12,2015,1,193532,969
12,2015,1,193536,126
12,2015,1,193540,654
12,2015,1,193544,228
12,2015,1,193548,255
12,2015,1,193552,421
12,2015,1,193556,466
12,2015,1,193560,136
12,2015,1,193564,220
12,2015,1,193570,4767
12,2015,1,193910,3600
12,2015,1,193911,3828
12,2015,1,193912,3045
12,2015,1,193916,608
12,2015,1,193920,818
12,2015,1,193924,4064
12,2015,1,193932,256
12,2015,1,193934,63
12,2015,1,193936,610
12,2015,1,193940,431
12,2015,1,193942,57
12,2015,1,193944,1103
12,2015,1,193948,181
12,2015,1,193950,592
12,2015,1,193952,537
12,2015,1,193954,1642
12,2015,1,193956,440
12,2015,1,193958,157
12,2015,1,193962,408
12,2015,1,193964,450
12,2015,1,193966,326
12,2015,1,193968,354
12,2015,1,194310,8108
12,2015,1,194319,7
12,2015,1,194332,490
12,2015,1,194336,353
12,2015,1,194340,583
