d_month,d_year,d_row,d_organ,d_sum
9,2015,1,19,3226291
9,2015,2,19,2923073
9,2015,3,19,31820
9,2015,4,19,2888616
9,2015,5,19,42001375326
9,2015,6,19,21738234322.69
9,2015,1,1911,158368
9,2015,2,1911,150314
9,2015,3,1911,1920
9,2015,4,1911,148257
9,2015,5,1911,1485744924
9,2015,6,1911,756680163.50
9,2015,1,191110,26318
9,2015,2,191110,23993
9,2015,3,191110,236
9,2015,4,191110,23683
9,2015,5,191110,269546371
9,2015,6,191110,166845438
9,2015,1,191118,12650
9,2015,2,191118,12286
9,2015,3,191118,109
9,2015,4,191118,12170
9,2015,5,191118,151481145
9,2015,6,191118,112358753
9,2015,1,191132,1897
9,2015,2,191132,1755
9,2015,3,191132,115
9,2015,4,191132,1639
9,2015,5,191132,10609160
9,2015,6,191132,7635995
9,2015,1,191134,2318
9,2015,2,191134,2170
9,2015,3,191134,44
9,2015,4,191134,2123
9,2015,5,191134,11542205
9,2015,6,191134,6649988
9,2015,1,191136,2235
9,2015,2,191136,2038
9,2015,3,191136,56
9,2015,4,191136,1975
9,2015,5,191136,10255273
9,2015,6,191136,7211230
9,2015,1,191138,3090
9,2015,2,191138,2987
9,2015,3,191138,74
9,2015,4,191138,2905
9,2015,5,191138,26245205
9,2015,6,191138,16335043
9,2015,1,191140,2797
9,2015,2,191140,2684
9,2015,3,191140,143
9,2015,4,191140,2538
9,2015,5,191140,16576866
9,2015,6,191140,11817814
9,2015,1,191144,737
9,2015,2,191144,689
9,2015,3,191144,43
9,2015,4,191144,645
9,2015,5,191144,4338598
9,2015,6,191144,3477419
9,2015,1,191145,776
9,2015,2,191145,734
9,2015,3,191145,38
9,2015,4,191145,695
9,2015,5,191145,4029015
9,2015,6,191145,2197620
9,2015,1,191146,2419
9,2015,2,191146,2214
9,2015,3,191146,50
9,2015,4,191146,2159
9,2015,5,191146,101855608
9,2015,6,191146,9707804
9,2015,1,191148,2548
9,2015,2,191148,2378
9,2015,3,191148,86
9,2015,4,191148,2290
9,2015,5,191148,14595442
9,2015,6,191148,6967712
9,2015,1,191152,3060
9,2015,2,191152,2928
9,2015,3,191152,36
9,2015,4,191152,2890
9,2015,5,191152,20107979
9,2015,6,191152,13926211
9,2015,1,191154,2616
9,2015,2,191154,2425
9,2015,3,191154,40
9,2015,4,191154,2382
9,2015,5,191154,16773693
9,2015,6,191154,9032942
9,2015,1,191156,3990
9,2015,2,191156,3787
9,2015,3,191156,67
9,2015,4,191156,3714
9,2015,5,191156,27108626
9,2015,6,191156,17868580
9,2015,1,191160,552
9,2015,2,191160,518
9,2015,3,191160,8
9,2015,4,191160,508
9,2015,5,191160,3053850
9,2015,6,191160,2174512
9,2015,1,191164,2128
9,2015,2,191164,1936
9,2015,3,191164,56
9,2015,4,191164,1875
9,2015,5,191164,16104673
9,2015,6,191164,10635246
9,2015,1,191166,5156
9,2015,2,191166,4857
9,2015,3,191166,95
9,2015,4,191166,4759
9,2015,5,191166,26122668
9,2015,6,191166,12620746
9,2015,1,191168,2308
9,2015,2,191168,2063
9,2015,3,191168,59
9,2015,4,191168,1998
9,2015,5,191168,14409243
9,2015,6,191168,8402759
9,2015,1,191170,4016
9,2015,2,191170,3870
9,2015,3,191170,148
9,2015,4,191170,3713
9,2015,5,191170,32213235
9,2015,6,191170,16672622
9,2015,1,1915,145992
9,2015,2,1915,135267
9,2015,3,1915,1372
9,2015,4,1915,133691
9,2015,5,1915,1931409193
9,2015,6,1915,1050056410
9,2015,1,191510,8417
9,2015,2,191510,8012
9,2015,3,191510,179
9,2015,4,191510,7825
9,2015,5,191510,350051366
9,2015,6,191510,183860030
9,2015,1,191532,3343
9,2015,2,191532,3036
9,2015,3,191532,77
9,2015,4,191532,2949
9,2015,5,191532,23951086
9,2015,6,191532,10974104
9,2015,1,191534,1819
9,2015,2,191534,1685
9,2015,3,191534,38
9,2015,4,191534,1647
9,2015,5,191534,11575372
9,2015,6,191534,8806446
9,2015,1,191536,1849
9,2015,2,191536,1711
9,2015,3,191536,47
9,2015,4,191536,1660
9,2015,5,191536,10330176
9,2015,6,191536,8098444
9,2015,1,191540,1763
9,2015,2,191540,1651
9,2015,3,191540,22
9,2015,4,191540,1629
9,2015,5,191540,12072846
9,2015,6,191540,6478552
9,2015,1,191542,2351
9,2015,2,191542,2108
9,2015,3,191542,53
9,2015,4,191542,2052
9,2015,5,191542,16057140
9,2015,6,191542,9147892
9,2015,1,191546,2082
9,2015,2,191546,1900
9,2015,3,191546,43
9,2015,4,191546,1854
9,2015,5,191546,13100646
9,2015,6,191546,8779152
9,2015,1,191548,5789
9,2015,2,191548,5182
9,2015,3,191548,90
9,2015,4,191548,5088
9,2015,5,191548,37498739
9,2015,6,191548,29189486
9,2015,1,191552,1286
9,2015,2,191552,1211
9,2015,3,191552,25
9,2015,4,191552,1186
9,2015,5,191552,6514825
9,2015,6,191552,4545708
9,2015,1,191556,2739
9,2015,2,191556,2606
9,2015,3,191556,64
9,2015,4,191556,2541
9,2015,5,191556,15078986
9,2015,6,191556,8961286
9,2015,1,191560,4640
9,2015,2,191560,4238
9,2015,3,191560,57
9,2015,4,191560,4177
9,2015,5,191560,249091517
9,2015,6,191560,239106750
9,2015,1,191564,2442
9,2015,2,191564,2343
9,2015,3,191564,41
9,2015,4,191564,2292
9,2015,5,191564,15511362
9,2015,6,191564,11187684
9,2015,1,191568,382
9,2015,2,191568,377
9,2015,3,191568,24
9,2015,4,191568,353
9,2015,5,191568,2634014
9,2015,6,191568,2343651
9,2015,1,1919,274951
9,2015,2,1919,263355
9,2015,3,1919,1245
9,2015,4,1919,262004
9,2015,5,1919,2816120156
9,2015,6,1919,1238869030
9,2015,1,191910,23541
9,2015,2,191910,22541
9,2015,3,191910,151
9,2015,4,191910,22374
9,2015,5,191910,158714965
9,2015,6,191910,85687755
9,2015,1,191916,1398
9,2015,2,191916,1371
9,2015,3,191916,41
9,2015,4,191916,1323
9,2015,5,191916,47656909
9,2015,6,191916,37060675
9,2015,1,191926,3019
9,2015,2,191926,2925
9,2015,3,191926,13
9,2015,4,191926,2910
9,2015,5,191926,16456438
9,2015,6,191926,9068523
9,2015,1,191932,4293
9,2015,2,191932,3998
9,2015,3,191932,41
9,2015,4,191932,3954
9,2015,5,191932,16139943
9,2015,6,191932,12462540
9,2015,1,191934,1439
9,2015,2,191934,1383
9,2015,3,191934,59
9,2015,4,191934,1317
9,2015,5,191934,25105216
9,2015,6,191934,14319684
9,2015,1,191936,2492
9,2015,2,191936,2313
9,2015,3,191936,28
9,2015,4,191936,2284
9,2015,5,191936,11887856
9,2015,6,191936,8634860
9,2015,1,191940,14997
9,2015,2,191940,14446
9,2015,3,191940,105
9,2015,4,191940,14326
9,2015,5,191940,108381804
9,2015,6,191940,55536498
9,2015,1,191942,6143
9,2015,2,191942,5686
9,2015,3,191942,76
9,2015,4,191942,5609
9,2015,5,191942,43749334
9,2015,6,191942,24710821
